,tp,contactdate,contacttime,blocknumber,streetname,ReasonForStop,fulladdress,lat,lon
4069,stop,8/22/2020 0:00,23:01:00,5900,Avenal Ave,Traffic Violation,5900 Avenal Ave,37.7702876,-122.1921613
4070,stop,8/22/2020 0:00,23:01:00,5900,Avenal Ave,Consensual Encounter & Search,5900 Avenal Ave,37.7702876,-122.1921613
4071,stop,2/2/2020 0:00,22:43:00,8000,B St,Traffic Violation,8000 B St,37.7553458,-122.1837725
4072,stop,2/28/2020 0:00,20:52:00,9900,B ST,Community Caretaking,9900 B ST,37.7420007,-122.173075
4073,stop,4/8/2020 0:00,16:30:00,9400,B ST,Community Caretaking,9400 B ST,37.7456062,-122.1759849
4074,stop,4/14/2020 0:00,10:10:00,9700,B St,Community Caretaking,9700 B St,37.7434846,-122.1744229
4075,stop,9/28/2020 0:00,3:30:00,8700,B St,Reasonable Suspicion,8700 B St,37.7502227,-122.1794089
4076,stop,12/16/2020 0:00,9:27:00,9700,B ST,Reasonable Suspicion,9700 B ST,37.7434846,-122.1744229
4077,stop,12/16/2020 0:00,9:27:00,9700,B ST,Reasonable Suspicion,9700 B ST,37.7434846,-122.1744229
4078,stop,5/19/2020 0:00,15:20:00,8800,B St,Traffic Violation,8800 B St,37.7494878,-122.178673
4079,stop,5/29/2020 0:00,22:20:00,9500,B Street,Probable Cause,9500 B Street,37.7448985,-122.1754569
4080,stop,10/26/2020 0:00,17:12:00,9700,B Street,Traffic Violation,9700 B Street,37.7434846,-122.1744229
4081,stop,10/1/2020 0:00,17:10:00,5300,BACON RD,Reasonable Suspicion,5300 BACON RD,37.7924767,-122.1653004
4082,stop,4/1/2020 0:00,8:00:00,8400,BALDWIN ST,Probable Cause,8400 BALDWIN ST,37.7453028,-122.1922979
4083,stop,4/1/2020 0:00,8:00:00,8400,BALDWIN ST,Probable Cause,8400 BALDWIN ST,37.7453028,-122.1922979
4084,stop,4/1/2020 0:00,8:00:00,8400,BALDWIN ST,Probable Cause,8400 BALDWIN ST,37.7453028,-122.1922979
4085,stop,5/18/2020 0:00,8:45:00,8400,BALDWIN ST,Community Caretaking,8400 BALDWIN ST,37.7453028,-122.1922979
4086,stop,6/20/2020 0:00,22:20:00,8400,BALDWIN ST,Reasonable Suspicion,8400 BALDWIN ST,37.7453028,-122.1922979
4087,stop,3/15/2020 0:00,19:58:00,4100,BALFOUR AV,Probable Cause,4100 BALFOUR AV,37.8138557,-122.2331354
4088,stop,10/20/2020 0:00,12:12:00,4100,BALFOUR AV,Community Caretaking,4100 BALFOUR AV,37.8138557,-122.2331354
4089,stop,10/14/2020 0:00,20:28:00,6900,BAMCROFT AV,Probable Cause,6900 BAMCROFT AV,37.7675309,-122.1795052
4090,stop,4/1/2020 0:00,14:15:00,5000,Bancroft,Traffic Violation,5000 Bancroft,37.7717986,-122.2070668
4091,stop,4/1/2020 0:00,15:35:00,4800,Bancroft,Traffic Violation,4800 Bancroft,37.7717805,-122.2083924
4092,stop,4/1/2020 0:00,14:40:00,4800,Bancroft,Traffic Violation,4800 Bancroft,37.7717805,-122.2083924
4093,stop,4/1/2020 0:00,14:00:00,4700,Bancroft,Traffic Violation,4700 Bancroft,37.7717847,-122.2097797
4094,stop,4/1/2020 0:00,14:12:00,4800,Bancroft,Traffic Violation,4800 Bancroft,37.7717805,-122.2083924
4095,stop,4/1/2020 0:00,15:04:00,4800,Bancroft,Traffic Violation,4800 Bancroft,37.7717805,-122.2083924
4096,stop,4/1/2020 0:00,14:52:00,4800,Bancroft,Traffic Violation,4800 Bancroft,37.7717805,-122.2083924
4097,stop,4/1/2020 0:00,14:41:00,4800,Bancroft,Traffic Violation,4800 Bancroft,37.7717805,-122.2083924
4098,stop,4/1/2020 0:00,14:30:00,4800,Bancroft,Traffic Violation,4800 Bancroft,37.7717805,-122.2083924
4099,stop,4/2/2020 0:00,14:48:00,4600,Bancroft,Traffic Violation,4600 Bancroft,37.7720585,-122.2107306
4100,stop,4/2/2020 0:00,15:04:00,4600,Bancroft,Traffic Violation,4600 Bancroft,37.7720585,-122.2107306
4101,stop,4/2/2020 0:00,15:32:00,4600,Bancroft,Traffic Violation,4600 Bancroft,37.7720585,-122.2107306
4102,stop,4/2/2020 0:00,15:55:00,4800,Bancroft,Traffic Violation,4800 Bancroft,37.7717805,-122.2083924
4103,stop,4/5/2020 0:00,15:50:00,5300,Bancroft,Traffic Violation,5300 Bancroft,37.7719676,-122.2028723
4104,stop,5/24/2020 0:00,16:00:00,9400,Bancroft,Community Caretaking,9400 Bancroft,37.7512872,-122.1638117
4105,stop,9/18/2020 0:00,7:32:00,4700,Bancroft,Traffic Violation,4700 Bancroft,37.7717847,-122.2097797
4106,stop,11/1/2020 0:00,1:09:00,6800,Bancroft,Community Caretaking,6800 Bancroft,37.7687476,-122.1796444
4107,stop,12/16/2020 0:00,3:58:00,9800,Bancroft,Probable Cause,9800 Bancroft,37.7484769,-122.1617078
4108,stop,4/1/2020 0:00,16:05:00,4700,Bancroft,Traffic Violation,4700 Bancroft,37.7717847,-122.2097797
4109,stop,3/11/2020 0:00,9:00:00,10900,BANCROFT AV,Community Caretaking,10900 BANCROFT AV,37.7396915,-122.1555257
4110,stop,2/6/2020 0:00,14:00:00,4600,BANCROFT AV,Traffic Violation,4600 BANCROFT AV,37.7720585,-122.2107306
4111,stop,1/30/2020 0:00,10:28:00,5600,BANCROFT AV,Probable Cause,5600 BANCROFT AV,37.7716908,-122.1957211
4112,stop,3/11/2020 0:00,14:30:00,6900,BANCROFT AV,Community Caretaking,6900 BANCROFT AV,37.7675309,-122.1795052
4113,stop,4/1/2020 0:00,8:30:00,7200,BANCROFT AV,Community Caretaking,7200 BANCROFT AV,37.7672087,-122.1779309
4114,stop,12/14/2020 0:00,20:00:00,7200,Bancroft Av,Traffic Violation,7200 Bancroft Av,37.7672087,-122.1779309
4115,stop,12/20/2020 0:00,15:40:00,7200,BANCROFT AV,Probable Cause,7200 BANCROFT AV,37.7672087,-122.1779309
4116,stop,8/24/2020 0:00,18:36:00,7400,Bancroft Av,Probable Cause,7400 Bancroft Av,37.7654082,-122.1759469
4117,stop,1/8/2020 0:00,13:23:00,9000,BANCROFT AV,Community Caretaking,9000 BANCROFT AV,37.7536515,-122.165618
4118,stop,1/3/2020 0:00,16:35:00,7700,BANCROFT AV,Reasonable Suspicion,7700 BANCROFT AV,37.7642781,-122.1743458
4119,stop,1/8/2020 0:00,20:02:00,6900,BANCROFT AV,Traffic Violation,6900 BANCROFT AV,37.7675309,-122.1795052
4120,stop,1/16/2020 0:00,8:50:00,6000,BANCROFT AV,Reasonable Suspicion,6000 BANCROFT AV,37.7706951,-122.1901599
4121,stop,1/17/2020 0:00,11:36:00,7300,BANCROFT AV,Community Caretaking,7300 BANCROFT AV,37.7687013,-122.1758467
4122,stop,1/17/2020 0:00,18:43:00,6900,Bancroft Av,Probable Cause,6900 Bancroft Av,37.7675309,-122.1795052
4123,stop,1/18/2020 0:00,15:48:00,9800,BANCROFT AV,Traffic Violation,9800 BANCROFT AV,37.7484769,-122.1617078
4124,stop,1/23/2020 0:00,17:03:00,5400,BANCROFT AV,Probable Cause,5400 BANCROFT AV,37.7720246,-122.2006248
4125,stop,1/23/2020 0:00,15:09:00,9800,BANCROFT AV,Traffic Violation,9800 BANCROFT AV,37.7484769,-122.1617078
4126,stop,1/29/2020 0:00,8:26:00,9800,BANCROFT AV,Traffic Violation,9800 BANCROFT AV,37.7484769,-122.1617078
4127,stop,1/31/2020 0:00,8:34:00,10800,BANCROFT AV,Traffic Violation,10800 BANCROFT AV,37.7403058,-122.1556007
4128,stop,2/2/2020 0:00,20:14:00,5000,BANCROFT AV,Community Caretaking,5000 BANCROFT AV,37.7717986,-122.2070668
4129,stop,2/6/2020 0:00,17:15:00,7800,BANCROFT AV,Traffic Violation,7800 BANCROFT AV,37.7634872,-122.1738509
4130,stop,2/10/2020 0:00,15:32:00,5100,BANCROFT AV,Traffic Violation,5100 BANCROFT AV,37.7719942,-122.204986
4131,stop,2/10/2020 0:00,15:32:00,5100,BANCROFT AV,Traffic Violation,5100 BANCROFT AV,37.7719942,-122.204986
4132,stop,2/10/2020 0:00,15:32:00,5100,BANCROFT AV,Traffic Violation,5100 BANCROFT AV,37.7719942,-122.204986
4133,stop,2/12/2020 0:00,14:15:00,8300,BANCROFT AV,Traffic Violation,8300 BANCROFT AV,37.759215,-122.1697217
4134,stop,2/14/2020 0:00,8:10:00,9800,Bancroft AV,Traffic Violation,9800 Bancroft AV,37.7484769,-122.1617078
4135,stop,2/14/2020 0:00,18:21:00,9300,Bancroft Av,Traffic Violation,9300 Bancroft Av,37.752033,-122.1640339
4136,stop,2/14/2020 0:00,14:24:00,2200,BANCROFT AV,Reasonable Suspicion,2200 BANCROFT AV,37.7165411,-122.14151
4137,stop,2/24/2020 0:00,13:48:00,5700,BANCROFT AV,Traffic Violation,5700 BANCROFT AV,37.7712754,-122.1942885
4138,stop,2/27/2020 0:00,15:43:00,6900,BANCROFT AV,Traffic Violation,6900 BANCROFT AV,37.7675309,-122.1795052
4139,stop,2/27/2020 0:00,15:43:00,6900,BANCROFT AV,Traffic Violation,6900 BANCROFT AV,37.7675309,-122.1795052
4140,stop,2/28/2020 0:00,11:08:00,7700,BANCROFT AV,Probable Cause,7700 BANCROFT AV,37.7642781,-122.1743458
4141,stop,2/28/2020 0:00,11:08:00,7700,BANCROFT AV,Probable Cause,7700 BANCROFT AV,37.7642781,-122.1743458
4142,stop,3/10/2020 0:00,14:56:00,6600,Bancroft Av,Probable Cause,6600 Bancroft Av,37.7700401,-122.1831414
4143,stop,3/11/2020 0:00,8:45:00,9800,BANCROFT AV,Traffic Violation,9800 BANCROFT AV,37.7484769,-122.1617078
4144,stop,3/19/2020 0:00,18:11:00,6400,BANCROFT AV,Reasonable Suspicion,6400 BANCROFT AV,37.7700819,-122.1853887
4145,stop,3/19/2020 0:00,18:11:00,6400,BANCROFT AV,Reasonable Suspicion,6400 BANCROFT AV,37.7700819,-122.1853887
4146,stop,3/28/2020 0:00,23:10:00,8700,BANCROFT AV,Traffic Violation,8700 BANCROFT AV,37.7557291,-122.1671431
4147,stop,3/28/2020 0:00,23:18:00,7300,Bancroft Av,Traffic Violation,7300 Bancroft Av,37.7687013,-122.1758467
4148,stop,4/1/2020 0:00,16:55:00,5100,BANCROFT AV,Traffic Violation,5100 BANCROFT AV,37.7719942,-122.204986
4149,stop,4/1/2020 0:00,16:35:00,5100,BANCROFT AV,Traffic Violation,5100 BANCROFT AV,37.7719942,-122.204986
4150,stop,4/1/2020 0:00,10:06:00,5000,BANCROFT AV,Traffic Violation,5000 BANCROFT AV,37.7717986,-122.2070668
4151,stop,4/1/2020 0:00,10:25:00,5000,BANCROFT AV,Traffic Violation,5000 BANCROFT AV,37.7717986,-122.2070668
4152,stop,4/2/2020 0:00,12:45:00,4700,BANCROFT AV,Traffic Violation,4700 BANCROFT AV,37.7717847,-122.2097797
4153,stop,4/2/2020 0:00,15:26:00,4900,BANCROFT AV,Traffic Violation,4900 BANCROFT AV,37.7719475,-122.2072171
4154,stop,4/2/2020 0:00,16:08:00,5100,BANCROFT AV,Traffic Violation,5100 BANCROFT AV,37.7719942,-122.204986
4155,stop,4/2/2020 0:00,14:23:00,5000,BANCROFT AV,Traffic Violation,5000 BANCROFT AV,37.7717986,-122.2070668
4156,stop,4/2/2020 0:00,9:10:00,4900,BANCROFT AV,Traffic Violation,4900 BANCROFT AV,37.7719475,-122.2072171
4157,stop,4/3/2020 0:00,10:15:00,4700,BANCROFT AV,Traffic Violation,4700 BANCROFT AV,37.7717847,-122.2097797
4158,stop,4/3/2020 0:00,16:55:00,6600,BANCROFT AV,Traffic Violation,6600 BANCROFT AV,37.7700401,-122.1831414
4159,stop,4/5/2020 0:00,17:10:00,5300,BANCROFT AV,Traffic Violation,5300 BANCROFT AV,37.7719676,-122.2028723
4160,stop,4/5/2020 0:00,20:18:00,4300,BANCROFT AV,Traffic Violation,4300 BANCROFT AV,37.7733718,-122.2134996
4161,stop,4/7/2020 0:00,23:51:00,6600,BANCROFT AV,Reasonable Suspicion,6600 BANCROFT AV,37.7700401,-122.1831414
4162,stop,4/7/2020 0:00,9:45:00,4800,BANCROFT AV,Traffic Violation,4800 BANCROFT AV,37.7717805,-122.2083924
4163,stop,4/10/2020 0:00,8:46:00,5400,BANCROFT AV,Traffic Violation,5400 BANCROFT AV,37.7720246,-122.2006248
4164,stop,4/13/2020 0:00,20:41:00,7800,BANCROFT AV,Traffic Violation,7800 BANCROFT AV,37.7634872,-122.1738509
4165,stop,4/15/2020 0:00,9:40:00,4600,BANCROFT AV,Traffic Violation,4600 BANCROFT AV,37.7720585,-122.2107306
4166,stop,4/15/2020 0:00,11:11:00,5300,BANCROFT AV,Traffic Violation,5300 BANCROFT AV,37.7719676,-122.2028723
4167,stop,4/15/2020 0:00,20:03:00,7200,BANCROFT AV,Community Caretaking,7200 BANCROFT AV,37.7672087,-122.1779309
4168,stop,4/20/2020 0:00,11:06:00,7000,BANCROFT AV,Probable Cause,7000 BANCROFT AV,37.7679675,-122.1775457
4169,stop,4/20/2020 0:00,11:42:00,5300,BANCROFT AV,Traffic Violation,5300 BANCROFT AV,37.7719676,-122.2028723
4170,stop,4/21/2020 0:00,12:08:00,5100,BANCROFT AV,Traffic Violation,5100 BANCROFT AV,37.7719942,-122.204986
4171,stop,4/21/2020 0:00,12:26:00,5100,BANCROFT AV,Traffic Violation,5100 BANCROFT AV,37.7719942,-122.204986
4172,stop,4/24/2020 0:00,8:29:00,9600,BANCROFT AV,Traffic Violation,9600 BANCROFT AV,37.7498848,-122.1627572
4173,stop,4/26/2020 0:00,23:55:00,5800,BANCROFT AV,Traffic Violation,5800 BANCROFT AV,37.7714244,-122.1926083
4174,stop,4/26/2020 0:00,16:06:00,5500,BANCROFT AV,Traffic Violation,5500 BANCROFT AV,37.7716349,-122.195847
4175,stop,5/2/2020 0:00,15:36:00,9800,BANCROFT AV,Traffic Violation,9800 BANCROFT AV,37.7484769,-122.1617078
4176,stop,5/6/2020 0:00,19:50:00,7200,BANCROFT AV,Probable Cause,7200 BANCROFT AV,37.7672087,-122.1779309
4177,stop,5/23/2020 0:00,17:12:00,5400,BANCROFT AV,Traffic Violation,5400 BANCROFT AV,37.7720246,-122.2006248
4178,stop,6/1/2020 0:00,2:16:00,5100,Bancroft Av,Reasonable Suspicion,5100 Bancroft Av,37.7719942,-122.204986
4179,stop,6/6/2020 0:00,22:46:00,5700,BANCROFT AV,Traffic Violation,5700 BANCROFT AV,37.7712754,-122.1942885
4180,stop,6/10/2020 0:00,13:26:00,5400,BANCROFT AV,Community Caretaking,5400 BANCROFT AV,37.7720246,-122.2006248
4181,stop,6/11/2020 0:00,16:30:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4182,stop,6/11/2020 0:00,16:20:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4183,stop,6/11/2020 0:00,16:45:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4184,stop,6/11/2020 0:00,17:00:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4185,stop,6/11/2020 0:00,16:22:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4186,stop,6/11/2020 0:00,17:45:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4187,stop,6/12/2020 0:00,9:55:00,6600,BANCROFT AV,Traffic Violation,6600 BANCROFT AV,37.7700401,-122.1831414
4188,stop,6/19/2020 0:00,9:24:00,5000,BANCROFT AV,Traffic Violation,5000 BANCROFT AV,37.7717986,-122.2070668
4189,stop,6/19/2020 0:00,7:58:00,5000,BANCROFT AV,Traffic Violation,5000 BANCROFT AV,37.7717986,-122.2070668
4190,stop,6/19/2020 0:00,8:23:00,4800,BANCROFT AV,Traffic Violation,4800 BANCROFT AV,37.7717805,-122.2083924
4191,stop,6/19/2020 0:00,10:32:00,4900,BANCROFT AV,Traffic Violation,4900 BANCROFT AV,37.7719475,-122.2072171
4192,stop,6/19/2020 0:00,10:56:00,4700,BANCROFT AV,Traffic Violation,4700 BANCROFT AV,37.7717847,-122.2097797
4193,stop,6/19/2020 0:00,9:12:00,4700,BANCROFT AV,Traffic Violation,4700 BANCROFT AV,37.7717847,-122.2097797
4194,stop,6/19/2020 0:00,9:05:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4195,stop,6/19/2020 0:00,7:50:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4196,stop,6/19/2020 0:00,9:10:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4197,stop,6/19/2020 0:00,7:40:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4198,stop,6/19/2020 0:00,8:10:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4199,stop,6/19/2020 0:00,8:25:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4200,stop,6/19/2020 0:00,8:50:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4201,stop,6/19/2020 0:00,8:38:00,5800,BANCROFT AV,Traffic Violation,5800 BANCROFT AV,37.7714244,-122.1926083
4202,stop,6/19/2020 0:00,10:20:00,5800,BANCROFT AV,Traffic Violation,5800 BANCROFT AV,37.7714244,-122.1926083
4203,stop,6/19/2020 0:00,8:59:00,5800,BANCROFT AV,Traffic Violation,5800 BANCROFT AV,37.7714244,-122.1926083
4204,stop,6/19/2020 0:00,9:17:00,6400,BANCROFT AV,Traffic Violation,6400 BANCROFT AV,37.7700819,-122.1853887
4205,stop,6/22/2020 0:00,16:00:00,7800,BANCROFT AV,Traffic Violation,7800 BANCROFT AV,37.7634872,-122.1738509
4206,stop,7/3/2020 0:00,10:10:00,9800,BANCROFT AV,Traffic Violation,9800 BANCROFT AV,37.7484769,-122.1617078
4207,stop,7/10/2020 0:00,8:17:00,4500,BANCROFT AV,Traffic Violation,4500 BANCROFT AV,37.7726511,-122.2119805
4208,stop,7/10/2020 0:00,8:50:00,4500,BANCROFT AV,Traffic Violation,4500 BANCROFT AV,37.7726511,-122.2119805
4209,stop,7/22/2020 0:00,17:25:00,7800,BANCROFT AV,Probable Cause,7800 BANCROFT AV,37.7634872,-122.1738509
4210,stop,7/22/2020 0:00,15:42:00,7500,BANCROFT AV,Traffic Violation,7500 BANCROFT AV,37.7649022,-122.1752819
4211,stop,7/23/2020 0:00,10:52:00,7200,BANCROFT AV,Probable Cause,7200 BANCROFT AV,37.7672087,-122.1779309
4212,stop,7/23/2020 0:00,10:52:00,7200,BANCROFT AV,Probable Cause,7200 BANCROFT AV,37.7672087,-122.1779309
4213,stop,8/11/2020 0:00,16:56:00,5200,BANCROFT AV,Probable Cause,5200 BANCROFT AV,37.7720919,-122.2033466
4214,stop,8/12/2020 0:00,23:44:00,8100,BANCROFT AV,Traffic Violation,8100 BANCROFT AV,37.7607957,-122.1709497
4215,stop,8/13/2020 0:00,23:00:00,7300,BANCROFT AV,Community Caretaking,7300 BANCROFT AV,37.7687013,-122.1758467
4216,stop,8/14/2020 0:00,10:50:00,8600,BANCROFT AV,Traffic Violation,8600 BANCROFT AV,37.756948,-122.1680566
4217,stop,8/14/2020 0:00,10:02:00,8200,BANCROFT AV,Traffic Violation,8200 BANCROFT AV,37.7600804,-122.1703627
4218,stop,8/14/2020 0:00,10:40:00,8600,BANCROFT AV,Traffic Violation,8600 BANCROFT AV,37.756948,-122.1680566
4219,stop,8/14/2020 0:00,10:20:00,8600,BANCROFT AV,Traffic Violation,8600 BANCROFT AV,37.756948,-122.1680566
4220,stop,8/14/2020 0:00,10:36:00,8600,BANCROFT AV,Traffic Violation,8600 BANCROFT AV,37.756948,-122.1680566
4221,stop,8/14/2020 0:00,9:59:00,8600,BANCROFT AV,Traffic Violation,8600 BANCROFT AV,37.756948,-122.1680566
4222,stop,8/25/2020 0:00,14:26:00,4400,Bancroft Av,Probable Cause,4400 Bancroft Av,37.7731577,-122.2130541
4223,stop,9/8/2020 0:00,23:45:00,6600,BANCROFT AV,Reasonable Suspicion,6600 BANCROFT AV,37.7700401,-122.1831414
4224,stop,9/8/2020 0:00,8:53:00,4700,BANCROFT AV,Traffic Violation,4700 BANCROFT AV,37.7717847,-122.2097797
4225,stop,9/18/2020 0:00,10:01:00,5600,BANCROFT AV,Reasonable Suspicion,5600 BANCROFT AV,37.7716908,-122.1957211
4226,stop,9/18/2020 0:00,9:02:00,5700,BANCROFT AV,Traffic Violation,5700 BANCROFT AV,37.7712754,-122.1942885
4227,stop,9/24/2020 0:00,13:42:00,7800,BANCROFT AV,Reasonable Suspicion,7800 BANCROFT AV,37.7634872,-122.1738509
4228,stop,9/24/2020 0:00,20:09:00,7200,BANCROFT AV,Probable Cause,7200 BANCROFT AV,37.7672087,-122.1779309
4229,stop,9/30/2020 0:00,1:39:00,7600,BANCROFT AV,Reasonable Suspicion,7600 BANCROFT AV,37.7645717,-122.1749109
4230,stop,9/30/2020 0:00,14:55:00,7200,BANCROFT AV,Traffic Violation,7200 BANCROFT AV,37.7672087,-122.1779309
4231,stop,10/21/2020 0:00,0:34:00,8700,Bancroft Av,Community Caretaking,8700 Bancroft Av,37.7557291,-122.1671431
4232,stop,10/21/2020 0:00,12:11:00,7200,BANCROFT AV,Probable Cause,7200 BANCROFT AV,37.7672087,-122.1779309
4233,stop,12/13/2020 0:00,13:32:00,7300,BANCROFT AV,Traffic Violation,7300 BANCROFT AV,37.7687013,-122.1758467
4234,stop,12/13/2020 0:00,13:32:00,7300,BANCROFT AV,Traffic Violation,7300 BANCROFT AV,37.7687013,-122.1758467
4235,stop,12/13/2020 0:00,13:32:00,7300,BANCROFT AV,Traffic Violation,7300 BANCROFT AV,37.7687013,-122.1758467
4236,stop,12/13/2020 0:00,13:32:00,7300,BANCROFT AV,Traffic Violation,7300 BANCROFT AV,37.7687013,-122.1758467
4237,stop,12/13/2020 0:00,13:32:00,7300,BANCROFT AV,Traffic Violation,7300 BANCROFT AV,37.7687013,-122.1758467
4238,stop,12/25/2020 0:00,14:52:00,7200,BANCROFT AV,Probable Cause,7200 BANCROFT AV,37.7672087,-122.1779309
4239,stop,1/23/2020 0:00,15:10:00,9800,BANCROFT AV AV,Traffic Violation,9800 BANCROFT AV AV,37.7484769,-122.1617078
4240,stop,1/27/2020 0:00,15:01:00,10000,BANCROFT AV AV,Traffic Violation,10000 BANCROFT AV AV,37.7450736,-122.1591899
4241,stop,2/14/2020 0:00,8:00:00,9900,BANCROFT AV AV,Traffic Violation,9900 BANCROFT AV AV,37.7461926,-122.1600082
4242,stop,2/18/2020 0:00,13:10:00,9700,BANCROFT AV AV,Traffic Violation,9700 BANCROFT AV AV,37.7493084,-122.1619702
4243,stop,2/25/2020 0:00,8:28:00,7700,BANCROFT AV AV,Traffic Violation,7700 BANCROFT AV AV,37.7642781,-122.1743458
4244,stop,3/10/2020 0:00,22:54:00,7300,BANCROFT AV AV,Reasonable Suspicion,7300 BANCROFT AV AV,37.7687013,-122.1758467
4245,stop,4/2/2020 0:00,10:40:00,4500,BANCROFT AV AV,Traffic Violation,4500 BANCROFT AV AV,37.7726511,-122.2119805
4246,stop,4/3/2020 0:00,16:17:00,6200,BANCROFT AV AV,Traffic Violation,6200 BANCROFT AV AV,37.7703757,-122.1876555
4247,stop,4/3/2020 0:00,16:30:00,6600,BANCROFT AV AV,Traffic Violation,6600 BANCROFT AV AV,37.7700401,-122.1831414
4248,stop,4/3/2020 0:00,17:25:00,6400,BANCROFT AV AV,Traffic Violation,6400 BANCROFT AV AV,37.7700819,-122.1853887
4249,stop,4/3/2020 0:00,16:18:00,5000,BANCROFT AV AV,Traffic Violation,5000 BANCROFT AV AV,37.7717986,-122.2070668
4250,stop,4/5/2020 0:00,17:15:00,5000,BANCROFT AV AV,Traffic Violation,5000 BANCROFT AV AV,37.7717986,-122.2070668
4251,stop,4/5/2020 0:00,17:25:00,5000,BANCROFT AV AV,Traffic Violation,5000 BANCROFT AV AV,37.7717986,-122.2070668
4252,stop,4/28/2020 0:00,23:53:00,7300,BANCROFT AV AV,Traffic Violation,7300 BANCROFT AV AV,37.7687013,-122.1758467
4253,stop,6/19/2020 0:00,9:07:00,6600,BANCROFT AV AV,Traffic Violation,6600 BANCROFT AV AV,37.7700401,-122.1831414
4254,stop,6/19/2020 0:00,9:35:00,6400,BANCROFT AV AV,Traffic Violation,6400 BANCROFT AV AV,37.7700819,-122.1853887
4255,stop,6/19/2020 0:00,10:03:00,6400,BANCROFT AV AV,Traffic Violation,6400 BANCROFT AV AV,37.7700819,-122.1853887
4256,stop,7/27/2020 0:00,18:54:00,8000,BANCROFT AV AV,Traffic Violation,8000 BANCROFT AV AV,37.7614763,-122.1717318
4257,stop,9/1/2020 0:00,21:30:00,7200,BANCROFT AV AV,Traffic Violation,7200 BANCROFT AV AV,37.7672087,-122.1779309
4258,stop,9/1/2020 0:00,21:30:00,7200,BANCROFT AV AV,Traffic Violation,7200 BANCROFT AV AV,37.7672087,-122.1779309
4259,stop,9/3/2020 0:00,17:50:00,4400,BANCROFT AV AV,Reasonable Suspicion,4400 BANCROFT AV AV,37.7731577,-122.2130541
4260,stop,10/9/2020 0:00,12:42:00,5500,BANCROFT AV AV,Traffic Violation,5500 BANCROFT AV AV,37.7716349,-122.195847
4261,stop,11/30/2020 0:00,21:04:00,8100,BANCROFT AV AV,Traffic Violation,8100 BANCROFT AV AV,37.7607957,-122.1709497
4262,stop,1/1/2020 0:00,14:16:00,7200,BANCROFT AVE,Community Caretaking,7200 BANCROFT AVE,37.7672087,-122.1779309
4263,stop,1/2/2020 0:00,12:06:00,6600,Bancroft Ave,Reasonable Suspicion,6600 Bancroft Ave,37.7700401,-122.1831414
4264,stop,1/2/2020 0:00,12:06:00,6600,Bancroft Ave,Community Caretaking,6600 Bancroft Ave,37.7700401,-122.1831414
4265,stop,1/4/2020 0:00,7:01:00,7300,Bancroft Ave,Community Caretaking,7300 Bancroft Ave,37.7687013,-122.1758467
4266,stop,1/6/2020 0:00,20:31:00,7000,Bancroft Ave,Traffic Violation,7000 Bancroft Ave,37.7679675,-122.1775457
4267,stop,1/9/2020 0:00,9:11:00,4200,BANCROFT AVE,Traffic Violation,4200 BANCROFT AVE,37.7741898,-122.2145318
4268,stop,1/10/2020 0:00,14:17:00,8400,Bancroft Ave,Reasonable Suspicion,8400 Bancroft Ave,37.758485,-122.1691927
4269,stop,1/10/2020 0:00,14:05:00,6400,Bancroft Ave,Traffic Violation,6400 Bancroft Ave,37.7700819,-122.1853887
4270,stop,1/13/2020 0:00,16:02:00,7300,Bancroft Ave,Probable Cause,7300 Bancroft Ave,37.7687013,-122.1758467
4271,stop,1/20/2020 0:00,21:27:00,9200,Bancroft Ave,Community Caretaking,9200 Bancroft Ave,37.7527354,-122.1649247
4272,stop,1/23/2020 0:00,7:21:00,7200,BANCROFT AVE,Probable Cause,7200 BANCROFT AVE,37.7672087,-122.1779309
4273,stop,1/23/2020 0:00,7:21:00,7200,BANCROFT AVE,Probable Cause,7200 BANCROFT AVE,37.7672087,-122.1779309
4274,stop,1/28/2020 0:00,8:11:00,8200,Bancroft Ave,Traffic Violation,8200 Bancroft Ave,37.7600804,-122.1703627
4275,stop,2/6/2020 0:00,17:17:00,8200,Bancroft Ave,Traffic Violation,8200 Bancroft Ave,37.7600804,-122.1703627
