,tp,dttm,blocknumber,streetname,ReasonForStop,fulladdress,lat,lon
27,useOfForce,2020-01-07 23:01:00,1300,42nd Ave,Dispatched Call,1300 42nd Ave,37.772371,-122.2167348
28,useOfForce,2020-01-08 7:15:00,1500,Alice St,Dispatched Call,1500 Alice St,37.8045799,-122.2647156
29,useOfForce,2020-01-08 7:15:00,1500,Alice St,Dispatched Call,1500 Alice St,37.8045799,-122.2647156
30,useOfForce,2020-01-10 10:40:00,200,23rd St,Dispatched Call,200 23rd St,37.8117281,-122.2630124
31,useOfForce,2020-01-10 10:40:00,200,23rd St,Dispatched Call,200 23rd St,37.8117281,-122.2630124
32,useOfForce,2020-01-10 23:27:00,4200,Bond St,On View,4200 Bond St,37.7751438,-122.2137275
33,useOfForce,2020-01-10 23:27:00,4200,Bond St,On View,4200 Bond St,37.7751438,-122.2137275
34,useOfForce,2020-01-12 16:21:00,1900,Harrington Ave,Dispatched Call,1900 Harrington Ave,37.7800453,-122.2176312
35,useOfForce,2020-01-13 2:12:00,,92nd Ave & Walnut Street,On View,92nd Ave & Walnut Street,37.7497323,-122.1715565
36,useOfForce,2020-01-13 2:12:00,,92nd Ave & Walnut Street,On View,92nd Ave & Walnut Street,37.7497323,-122.1715565
37,useOfForce,2020-01-13 2:12:00,,92nd Ave & Walnut Street,On View,92nd Ave & Walnut Street,37.7497323,-122.1715565
38,useOfForce,2020-01-13 2:12:00,,92nd Ave & Walnut Street,On View,92nd Ave & Walnut Street,37.7497323,-122.1715565
39,useOfForce,2020-01-13 9:04:00,2200,48th Ave,Dispatched Call,2200 48th Ave,37.7761007,-122.2048542
40,useOfForce,2020-01-14 12:00:00,2300,Merced St,Dispatched Call,2300 Merced St,37.7084042,-122.1695984
41,useOfForce,2020-01-14 18:45:00,7800,ARTHUR ST,Dispatched Call,7800 ARTHUR ST,37.7612326,-122.1772879
42,useOfForce,2020-01-14 18:45:00,7800,ARTHUR ST,Dispatched Call,7800 ARTHUR ST,37.7612326,-122.1772879
43,useOfForce,2020-01-16 3:06:00,1000,80th Ave,Dispatched Call,1000 80th Ave,37.7540613,-122.1857905
44,useOfForce,2020-01-16 11:58:00,3500,72nd Av,On View,3500 72nd Av,37.7704509,-122.1719744
45,useOfForce,2020-01-16 15:12:00,700,High St,Dispatched Call,700 High St,37.7685182,-122.2199526
46,useOfForce,2020-01-16 15:12:00,700,High St,Dispatched Call,700 High St,37.7685182,-122.2199526
47,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
48,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
49,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
50,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
51,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
52,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
53,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
54,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
55,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
56,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
57,useOfForce,2020-01-17 14:38:00,7100,Bancroft Ave,Traffic Stop,7100 Bancroft Ave,37.7669075,-122.1781169
58,useOfForce,2020-01-19 5:10:00,7300,Rudsdale St,Dispatched Call,7300 Rudsdale St,37.7572566,-122.1882235
59,useOfForce,2020-01-19 14:00:00,,E 22nd St & 22nd Ave,On View,E 22nd St & 22nd Ave,37.791869,-122.2347953
60,useOfForce,2020-01-19 14:00:00,,E 22nd St & 22nd Ave,On View,E 22nd St & 22nd Ave,37.791869,-122.2347953
61,useOfForce,2020-01-19 18:52:00,2600,INYO AVE,Dispatched Call,2600 INYO AVE,37.7919941,-122.2271292
62,useOfForce,2020-01-19 18:52:00,2600,INYO AVE,Dispatched Call,2600 INYO AVE,37.7919941,-122.2271292
63,useOfForce,2020-01-19 18:52:00,2600,INYO AVE,Dispatched Call,2600 INYO AVE,37.7919941,-122.2271292
64,useOfForce,2020-01-19 18:52:00,2600,INYO AVE,Dispatched Call,2600 INYO AVE,37.7919941,-122.2271292
65,useOfForce,2020-01-20 15:47:00,600,24TH ST,Dispatched Call,600 24TH ST,37.8137893,-122.2704615
66,useOfForce,2020-01-20 15:47:00,600,24TH ST,Dispatched Call,600 24TH ST,37.8137893,-122.2704615
67,useOfForce,2020-01-20 19:57:00,300,Hegenberger Road,Dispatched Call,300 Hegenberger Road,37.734514,-122.197183
68,useOfForce,2020-01-20 19:57:00,300,Hegenberger Road,Dispatched Call,300 Hegenberger Road,37.734514,-122.197183
69,useOfForce,2020-01-21 17:10:00,10900,BREED AV,Dispatched Call,10900 BREED AV,37.7381849,-122.1609207
70,useOfForce,2020-01-21 18:51:00,1600,24th Ave,"Drug Related (e.g., Surveillance)",1600 24th Ave,37.7841868,-122.2328778
71,useOfForce,2020-01-21 18:51:00,1600,24th Ave,"Drug Related (e.g., Surveillance)",1600 24th Ave,37.7841868,-122.2328778
72,useOfForce,2020-01-21 18:51:00,1600,24th Ave,"Drug Related (e.g., Surveillance)",1600 24th Ave,37.7841868,-122.2328778
73,useOfForce,2020-01-21 18:51:00,1600,24th Ave,"Drug Related (e.g., Surveillance)",1600 24th Ave,37.7841868,-122.2328778
74,useOfForce,2020-01-22 14:21:00,1600,International Blvd,On View,1600 International Blvd,37.7883618,-122.2439824
75,useOfForce,2020-01-22 14:21:00,1600,International Blvd,On View,1600 International Blvd,37.7883618,-122.2439824
76,useOfForce,2020-01-22 14:21:00,1600,International Blvd,On View,1600 International Blvd,37.7883618,-122.2439824
77,useOfForce,2020-01-23 20:25:00,3700,Telegraph Ave,On View,3700 Telegraph Ave,37.8254716,-122.2651672
78,useOfForce,2020-01-23 20:25:00,3700,Telegraph Ave,On View,3700 Telegraph Ave,37.8254716,-122.2651672
79,useOfForce,2020-01-23 20:25:00,3700,Telegraph Ave,On View,3700 Telegraph Ave,37.8254716,-122.2651672
80,useOfForce,2020-01-23 20:25:00,3700,Telegraph Ave,On View,3700 Telegraph Ave,37.8254716,-122.2651672
81,useOfForce,2020-01-23 20:25:00,3700,Telegraph Ave,On View,3700 Telegraph Ave,37.8254716,-122.2651672
82,useOfForce,2020-01-23 20:55:00,700,Sycamore St,Dispatched Call,700 Sycamore St,37.8161142,-122.2732976
83,useOfForce,2020-01-25 8:15:00,500,Independent Rd,On View,500 Independent Rd,37.7554586,-122.208155
84,useOfForce,2020-01-25 8:15:00,500,Independent Rd,On View,500 Independent Rd,37.7554586,-122.208155
85,useOfForce,2020-01-25 8:15:00,500,Independent Rd,On View,500 Independent Rd,37.7554586,-122.208155
86,useOfForce,2020-01-25 8:15:00,500,Independent Rd,On View,500 Independent Rd,37.7554586,-122.208155
87,useOfForce,2020-01-25 16:56:00,6800,Hawley St,On View,6800 Hawley St,37.7574482,-122.197059
88,useOfForce,2020-01-25 20:40:00,2500,Martin Luther King Jr Way,Dispatched Call,2500 Martin Luther King Jr Way,37.8149933,-122.27214
89,useOfForce,2020-01-26 0:00:00,,98th Ave & San Leandro Blvd,Dispatched Call,98th Ave & San Leandro Blvd,37.7403527,-122.1782485
90,useOfForce,2020-01-26 0:00:00,,98th Ave & San Leandro Blvd,Dispatched Call,98th Ave & San Leandro Blvd,37.7403527,-122.1782485
91,useOfForce,2020-01-26 0:00:00,,98th Ave & San Leandro Blvd,Dispatched Call,98th Ave & San Leandro Blvd,37.7403527,-122.1782485
92,useOfForce,2020-01-26 0:00:00,,98th Ave & San Leandro Blvd,Dispatched Call,98th Ave & San Leandro Blvd,37.7403527,-122.1782485
93,useOfForce,2020-01-27 19:43:00,7500,Sterling Dr,Dispatched Call,7500 Sterling Dr,37.7721761,-122.1658183
94,useOfForce,2020-01-29 16:00:00,2500,MacArthur Blvd,Dispatched Call,2500 MacArthur Blvd,37.7996179,-122.2125156
95,useOfForce,2020-01-29 16:00:00,2500,MacArthur Blvd,Dispatched Call,2500 MacArthur Blvd,37.7996179,-122.2125156
96,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
97,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
98,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
99,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
100,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
101,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
102,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
103,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
104,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
105,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
106,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
107,useOfForce,2020-01-29 16:41:00,2600,74th Ave,"Special Project (e.g., 647b)",2600 74th Ave,37.7662893,-122.1749703
108,useOfForce,2020-01-31 8:00:00,900,107th Ave,Dispatched Call,900 107th Ave,37.7345312,-122.1731496
109,useOfForce,2020-01-31 8:00:00,900,107th Ave,Dispatched Call,900 107th Ave,37.7345312,-122.1731496
110,useOfForce,2020-01-31 21:50:00,4900,Hartnett Ave,On View,4900 Hartnett Ave,37.9168004,-122.3253766
111,useOfForce,2020-01-31 21:50:00,4900,Hartnett Ave,On View,4900 Hartnett Ave,37.9168004,-122.3253766
112,useOfForce,2020-02-01 9:20:00,3400,Broadway,On View,3400 Broadway,37.8218261,-122.2600447
113,useOfForce,2020-02-02 22:57:00,,5th st & Kirkham St,On View,5th st & Kirkham St,37.8034691,-122.2927649
114,useOfForce,2020-02-02 22:57:00,,5th st & Kirkham St,On View,5th st & Kirkham St,37.8034691,-122.2927649
115,useOfForce,2020-02-02 22:57:00,,5th st & Kirkham St,On View,5th st & Kirkham St,37.8034691,-122.2927649
116,useOfForce,2020-02-03 11:33:00,700,MARKET ST,On View,700 MARKET ST,37.8025571,-122.2824905
117,useOfForce,2020-02-03 14:20:00,2300,SANTA CLARA AVE ALAMEDA CA,On View,2300 SANTA CLARA AVE ALAMEDA CA,37.7659767,-122.2433503
118,useOfForce,2020-02-03 14:20:00,2300,SANTA CLARA AVE ALAMEDA CA,On View,2300 SANTA CLARA AVE ALAMEDA CA,37.7659767,-122.2433503
119,useOfForce,2020-02-03 15:49:00,3100,West St,Dispatched Call,3100 West St,37.8212148,-122.2730038
120,useOfForce,2020-02-03 15:49:00,3100,West St,Dispatched Call,3100 West St,37.8212148,-122.2730038
121,useOfForce,2020-02-04 8:21:00,2500,90th ave,Dispatched Call,2500 90th ave,37.7556121,-122.1613692
122,useOfForce,2020-02-04 15:05:00,10800,MacArthur Blvd,On View,10800 MacArthur Blvd,37.7417657,-122.1501893
123,useOfForce,2020-02-05 7:40:00,600,cary ave oakland ca 94603,On View,600 cary ave oakland ca 94603,37.7332673,-122.1807267
124,useOfForce,2020-02-05 16:20:00,2600,Martin Luther King Jr Way,On View,2600 Martin Luther King Jr Way,37.8164069,-122.2714955
125,useOfForce,2020-02-05 16:20:00,2600,Martin Luther King Jr Way,On View,2600 Martin Luther King Jr Way,37.8164069,-122.2714955
126,useOfForce,2020-02-05 16:20:00,2600,Martin Luther King Jr Way,On View,2600 Martin Luther King Jr Way,37.8164069,-122.2714955
127,useOfForce,2020-02-05 16:20:00,2600,Martin Luther King Jr Way,On View,2600 Martin Luther King Jr Way,37.8164069,-122.2714955
128,useOfForce,2020-02-06 4:53:00,9400,Macarthur Blvd,Dispatched Call,9400 Macarthur Blvd,37.7529187,-122.1603673
129,useOfForce,2020-02-06 18:00:00,1000,E 19TH ST,"Special Project (e.g., 647b)",1000 E 19TH ST,37.7953711,-122.2450499
130,useOfForce,2020-02-06 18:10:00,400,Hunter Ave,Traffic Stop,400 Hunter Ave,37.7333148,-122.1828908
131,useOfForce,2020-02-06 18:10:00,400,Hunter Ave,Traffic Stop,400 Hunter Ave,37.7333148,-122.1828908
132,useOfForce,2020-02-06 18:10:00,400,Hunter Ave,Traffic Stop,400 Hunter Ave,37.7333148,-122.1828908
133,useOfForce,2020-02-06 18:10:00,400,Hunter Ave,Traffic Stop,400 Hunter Ave,37.7333148,-122.1828908
134,useOfForce,2020-02-06 18:10:00,400,Hunter Ave,Traffic Stop,400 Hunter Ave,37.7333148,-122.1828908
135,useOfForce,2020-02-07 3:36:00,5000,Telegraph Ave,Dispatched Call,5000 Telegraph Ave,37.8364221,-122.261956
136,useOfForce,2020-02-07 3:36:00,5000,Telegraph Ave,Dispatched Call,5000 Telegraph Ave,37.8364221,-122.261956
137,useOfForce,2020-02-08 9:35:00,5800,Harmon Ave,On View,5800 Harmon Ave,37.7689653,-122.1953292
138,useOfForce,2020-02-08 9:35:00,5800,Harmon Ave,On View,5800 Harmon Ave,37.7689653,-122.1953292
139,useOfForce,2020-02-08 9:35:00,5800,Harmon Ave,On View,5800 Harmon Ave,37.7689653,-122.1953292
140,useOfForce,2020-02-08 9:35:00,5800,Harmon Ave,On View,5800 Harmon Ave,37.7689653,-122.1953292
141,useOfForce,2020-02-08 18:22:00,1400,WEST ST,Dispatched Call,1400 WEST ST,37.8076094,-122.2794848
142,useOfForce,2020-02-08 18:22:00,1400,WEST ST,Dispatched Call,1400 WEST ST,37.8076094,-122.2794848
143,useOfForce,2020-02-08 18:22:00,1400,WEST ST,Dispatched Call,1400 WEST ST,37.8076094,-122.2794848
144,useOfForce,2020-02-10 18:08:00,1100,Mandela Parkway,Dispatched Call,1100 Mandela Parkway,37.8084877,-122.2918684
145,useOfForce,2020-02-10 18:08:00,1100,Mandela Parkway,Dispatched Call,1100 Mandela Parkway,37.8084877,-122.2918684
146,useOfForce,2020-02-11 20:48:00,5200,Eastlawn St,On View,5200 Eastlawn St,37.7646199,-122.201576
147,useOfForce,2020-02-11 20:48:00,5200,Eastlawn St,On View,5200 Eastlawn St,37.7646199,-122.201576
148,useOfForce,2020-02-14 12:30:00,9800,A St,Dispatched Call,9800 A St,37.7431869,-122.1729793
149,useOfForce,2020-02-14 12:30:00,9800,A St,Dispatched Call,9800 A St,37.7431869,-122.1729793
150,useOfForce,2020-02-14 12:30:00,9800,A St,Dispatched Call,9800 A St,37.7431869,-122.1729793
151,useOfForce,2020-02-14 12:30:00,9800,A St,Dispatched Call,9800 A St,37.7431869,-122.1729793
152,useOfForce,2020-02-14 12:30:00,9800,A St,Dispatched Call,9800 A St,37.7431869,-122.1729793
153,useOfForce,2020-02-15 12:21:00,2800,Kitchgener Ct,Dispatched Call,2800 Kitchgener Ct,37.8066082,-122.197818
154,useOfForce,2020-02-15 12:21:00,2800,Kitchgener Ct,Dispatched Call,2800 Kitchgener Ct,37.8066082,-122.197818
155,useOfForce,2020-02-15 12:22:00,2400,Bowditch St,Dispatched Call,2400 Bowditch St,37.8671902,-122.2565505
156,useOfForce,2020-02-15 18:11:00,0,"Shetland ave, oakland 94605",Dispatched Call,"0 Shetland ave, oakland 94605",37.7528091,-122.1224139
157,useOfForce,2020-02-15 21:09:00,9600,D St,Dispatched Call,9600 D St,37.7435793,-122.1767114
158,useOfForce,2020-02-15 21:09:00,9600,D St,Dispatched Call,9600 D St,37.7435793,-122.1767114
159,useOfForce,2020-02-15 21:09:00,9600,D St,Dispatched Call,9600 D St,37.7435793,-122.1767114
160,useOfForce,2020-02-15 21:09:00,9600,D St,Dispatched Call,9600 D St,37.7435793,-122.1767114
161,useOfForce,2020-02-15 21:45:00,7000,COLISEUM WAY,Citizen Flag Down,7000 COLISEUM WAY,37.751657,-122.2006072
162,useOfForce,2020-02-15 21:45:00,7000,COLISEUM WAY,Citizen Flag Down,7000 COLISEUM WAY,37.751657,-122.2006072
163,useOfForce,2020-02-15 22:31:00,1700,Adeline St,On View,1700 Adeline St,37.8117538,-122.2849937
164,useOfForce,2020-02-16 1:05:00,400,7th St,Dispatched Call,400 7th St,37.7990448,-122.2729768
165,useOfForce,2020-02-16 2:52:00,800,W Grand Ave,Traffic Stop,800 W Grand Ave,37.8140773,-122.2780267
166,useOfForce,2020-02-16 2:52:00,800,W Grand Ave,Traffic Stop,800 W Grand Ave,37.8140773,-122.2780267
167,useOfForce,2020-02-16 2:52:00,800,W Grand Ave,Traffic Stop,800 W Grand Ave,37.8140773,-122.2780267
168,useOfForce,2020-02-16 2:52:00,800,W Grand Ave,Traffic Stop,800 W Grand Ave,37.8140773,-122.2780267
169,useOfForce,2020-02-16 2:52:00,800,W Grand Ave,Traffic Stop,800 W Grand Ave,37.8140773,-122.2780267
170,useOfForce,2020-02-16 2:52:00,800,W Grand Ave,Traffic Stop,800 W Grand Ave,37.8140773,-122.2780267
171,useOfForce,2020-02-16 7:41:00,400,ASHTON AV,Citizen Flag Down,400 ASHTON AV,37.7350262,-122.1869105
172,useOfForce,2020-02-16 8:43:00,1500,Broadway,Walking Stop,1500 Broadway,37.8053381,-122.2703573
173,useOfForce,2020-02-16 8:43:00,1500,Broadway,Walking Stop,1500 Broadway,37.8053381,-122.2703573
174,useOfForce,2020-02-16 8:43:00,1500,Broadway,Walking Stop,1500 Broadway,37.8053381,-122.2703573
175,useOfForce,2020-02-16 8:43:00,1500,Broadway,Walking Stop,1500 Broadway,37.8053381,-122.2703573
176,useOfForce,2020-02-16 12:38:00,800,32ND Street,Dispatched Call,800 32ND Street,37.8219518,-122.2731035
177,useOfForce,2020-02-16 12:38:00,800,32ND Street,Dispatched Call,800 32ND Street,37.8219518,-122.2731035
178,useOfForce,2020-02-16 12:38:00,800,32ND Street,Dispatched Call,800 32ND Street,37.8219518,-122.2731035
179,useOfForce,2020-02-16 13:52:00,2500,26th ave,Dispatched Call,2500 26th ave,37.789941,-122.2240616
180,useOfForce,2020-02-16 13:52:00,2500,26th ave,Dispatched Call,2500 26th ave,37.789941,-122.2240616
181,useOfForce,2020-02-16 14:24:00,2600,73RD AVE,Dispatched Call,2600 73RD AVE,37.7667437,-122.1753256
182,useOfForce,2020-02-16 14:24:00,2600,73RD AVE,Dispatched Call,2600 73RD AVE,37.7667437,-122.1753256
183,useOfForce,2020-02-16 15:44:00,1400,9th Avenue,Dispatched Call,1400 9th Avenue,37.7927361,-122.2503405
184,useOfForce,2020-02-16 16:08:00,500,21st st,Dispatched Call,500 21st st,37.810337,-122.2693875
185,useOfForce,2020-02-16 16:08:00,500,21st st,Dispatched Call,500 21st st,37.810337,-122.2693875
186,useOfForce,2020-02-16 16:08:00,500,21st st,Dispatched Call,500 21st st,37.810337,-122.2693875
187,useOfForce,2020-02-16 16:08:00,500,21st st,Dispatched Call,500 21st st,37.810337,-122.2693875
188,useOfForce,2020-02-16 16:30:00,200,Bay Pl,Dispatched Call,200 Bay Pl,37.8127755,-122.2616261
189,useOfForce,2020-02-16 16:30:00,200,Bay Pl,Dispatched Call,200 Bay Pl,37.8127755,-122.2616261
190,useOfForce,2020-02-16 21:15:00,1100,86th Ave,Dispatched Call,1100 86th Ave,37.7502286,-122.1814311
191,useOfForce,2020-02-16 21:15:00,1100,86th Ave,Dispatched Call,1100 86th Ave,37.7502286,-122.1814311
192,useOfForce,2020-02-16 23:51:00,9800,Birch St,On View,9800 Birch St,37.7469081,-122.1650886
193,useOfForce,2020-02-16 23:51:00,9800,Birch St,On View,9800 Birch St,37.7469081,-122.1650886
194,useOfForce,2020-02-16 23:51:00,9800,Birch St,On View,9800 Birch St,37.7469081,-122.1650886
195,useOfForce,2020-02-16 23:51:00,9800,Birch St,On View,9800 Birch St,37.7469081,-122.1650886
196,useOfForce,2020-02-16 23:51:00,9800,Birch St,On View,9800 Birch St,37.7469081,-122.1650886
197,useOfForce,2020-02-16 23:51:00,9800,Birch St,On View,9800 Birch St,37.7469081,-122.1650886
198,useOfForce,2020-02-17 9:17:00,900,Arlington ave,Dispatched Call,900 Arlington ave,37.8425603,-122.274129
199,useOfForce,2020-02-17 9:17:00,900,Arlington ave,Dispatched Call,900 Arlington ave,37.8425603,-122.274129
200,useOfForce,2020-02-17 9:17:00,900,Arlington ave,Dispatched Call,900 Arlington ave,37.8425603,-122.274129
201,useOfForce,2020-02-17 11:40:00,1000,Jefferson St,On View,1000 Jefferson St,37.8031171,-122.2761553
202,useOfForce,2020-02-17 17:07:00,5900,Seminary Av,Dispatched Call,5900 Seminary Av,37.7764912,-122.1842259
203,useOfForce,2020-02-17 17:07:00,5900,Seminary Av,Dispatched Call,5900 Seminary Av,37.7764912,-122.1842259
204,useOfForce,2020-02-17 19:36:00,1300,5th St,On View,1300 5th St,37.8036513,-122.2921376
205,useOfForce,2020-02-17 20:47:00,2800,E 7th Street,Dispatched Call,2800 E 7th Street,37.7751322,-122.2347111
206,useOfForce,2020-02-17 20:47:00,2800,E 7th Street,Dispatched Call,2800 E 7th Street,37.7751322,-122.2347111
207,useOfForce,2020-02-18 7:08:00,7600,Hamilton St,Dispatched Call,7600 Hamilton St,37.7551874,-122.188849
208,useOfForce,2020-02-18 7:08:00,7600,Hamilton St,Dispatched Call,7600 Hamilton St,37.7551874,-122.188849
209,useOfForce,2020-02-18 7:08:00,7600,Hamilton St,Dispatched Call,7600 Hamilton St,37.7551874,-122.188849
210,useOfForce,2020-02-18 7:08:00,7600,Hamilton St,Dispatched Call,7600 Hamilton St,37.7551874,-122.188849
211,useOfForce,2020-02-18 7:08:00,7600,Hamilton St,Dispatched Call,7600 Hamilton St,37.7551874,-122.188849
212,useOfForce,2020-02-18 9:00:00,3400,Wood St,Dispatched Call,3400 Wood St,37.8245487,-122.2907078
213,useOfForce,2020-02-18 9:00:00,3400,Wood St,Dispatched Call,3400 Wood St,37.8245487,-122.2907078
214,useOfForce,2020-02-18 9:00:00,3400,Wood St,Dispatched Call,3400 Wood St,37.8245487,-122.2907078
215,useOfForce,2020-02-18 9:00:00,3400,Wood St,Dispatched Call,3400 Wood St,37.8245487,-122.2907078
216,useOfForce,2020-02-18 11:27:00,7300,Lockwood St,On View,7300 Lockwood St,37.7629565,-122.1811969
217,useOfForce,2020-02-18 11:27:00,7300,Lockwood St,On View,7300 Lockwood St,37.7629565,-122.1811969
218,useOfForce,2020-02-18 11:27:00,7300,Lockwood St,On View,7300 Lockwood St,37.7629565,-122.1811969
219,useOfForce,2020-02-18 11:27:00,7300,Lockwood St,On View,7300 Lockwood St,37.7629565,-122.1811969
220,useOfForce,2020-02-18 12:06:00,2900,Broadway Ave,Dispatched Call,2900 Broadway Ave,37.8174946,-122.2613617
221,useOfForce,2020-02-18 12:06:00,2900,Broadway Ave,Dispatched Call,2900 Broadway Ave,37.8174946,-122.2613617
222,useOfForce,2020-02-18 12:06:00,2900,Broadway Ave,Dispatched Call,2900 Broadway Ave,37.8174946,-122.2613617
223,useOfForce,2020-02-18 12:54:00,300,105TH AVE,Dispatched Call,300 105TH AVE,37.7256786,-122.181843
224,useOfForce,2020-02-18 12:54:00,300,105TH AVE,Dispatched Call,300 105TH AVE,37.7256786,-122.181843
225,useOfForce,2020-02-18 12:54:00,300,105TH AVE,Dispatched Call,300 105TH AVE,37.7256786,-122.181843
226,useOfForce,2020-02-18 14:23:00,800,34th St,On View,800 34th St,37.8240061,-122.2725872
